type,title,company,location,salary,experience,duration,skills,link,source
Internship,Software Development,Mondy India Private Limited,Lucknow,"₹ 5,000 - 10,000 /month",Fresher,N/A,JavaScriptPythonData StructuresDjangoReactNext.jsDjango Rest Framework,https://internshala.com/internship/detail/software-development-internship-in-lucknow-at-mondy-india-private-limited1766462951,Internshala
Internship,Backend (Django And Python Developer),StepOut,Work from home,"₹ 15,000 - 20,000 /month",Fresher,N/A,MySQLPythonMongoDBDjangoNoSQL,https://internshala.com/internship/detail/work-from-home-backend-django-and-python-developer-internship-at-stepout1766401802,Internshala
Internship,Algorithmic Trader (EA Developer),"Madocks PTE LTD (Singapore, Singapore)",Work from home,"₹ 10,000 - 12,500 /month",Fresher,N/A,PythonAlgorithmsGitHubStock Trading,https://internshala.com/internship/detail/work-from-home-algorithmic-trader-ea-developer-internship-at-madocks-pte-ltd1766382193,Internshala
Internship,Information Technology,TSTEPS PRIVATE LIMITED,"Chengalpattu, Puduchery                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,JavaPythonComputer Networking,https://internshala.com/internship/detail/information-technology-internship-in-multiple-locations-at-tsteps-private-limited1766398114,Internshala
Internship,Full Stack Development,LivNSense,Bangalore,"₹ 10,000 - 15,000 /month",Fresher,N/A,MySQLHTMLCSSJavaScriptPythonBootstrapMongoDB+13 more,https://internshala.com/internship/detail/full-stack-development-internship-in-bangalore-at-livnsense1766393737,Internshala
Internship,Software Development,Super.Family,Work from home,"₹ 15,500 - 18,500 /month",Fresher,N/A,PythonNode.jsPostgreSQLNoSQLMicrosoft AzureREST APIArtificial intelligence+4 more,https://internshala.com/internship/detail/work-from-home-software-development-internship-at-superfamily1766391735,Internshala
Internship,Subject Matter Expert (SME) - AI/ML,House Of Couton Private Limited,Work from home,"₹ 12,000 - 35,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+1 more,https://internshala.com/internship/detail/work-from-home-subject-matter-expert-sme-ai-ml-internship-at-house-of-couton-private-limited1766383217,Internshala
Internship,Full Stack Development,Maxgen Technologies Private Limited,Ahmedabad,"₹ 5,000 - 12,000 /month",Fresher,N/A,JavaScriptPythonMongoDBNode.jsReactBubble.io,https://internshala.com/internship/detail/part-time-full-stack-development-internship-in-ahmedabad-at-maxgen-technologies-private-limited1766381108,Internshala
Internship,AI Engineer,Neura Dynamics,Work from home,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonMachine LearningArtificial intelligencePrompt Engineering,https://internshala.com/internship/detail/work-from-home-ai-engineer-internship-at-neura-dynamics1766381030,Internshala
Internship,Embedded Systems,Cinemate™,Mumbai,"₹ 10,000 - 17,000 /month",Fresher,N/A,PythonARM MicrocontrollerRaspberry PiEmbedded SystemsArduinoCircuit DesignC Programming+2 more,https://internshala.com/internship/detail/embedded-systems-internship-in-mumbai-at-cinemate1766380636,Internshala
Internship,Full Stack Development,Cinemate™,Mumbai,"₹ 10,000 - 17,000 /month",Fresher,N/A,JavaScriptPythonLinuxNode.jsPostgreSQLFrontend developmentReact+5 more,https://internshala.com/internship/detail/full-stack-development-internship-in-mumbai-at-cinemate1766380587,Internshala
Internship,Campus Ambassador,IESoft Technologies Private Limited,Work from home,Performance Based,Fresher,N/A,PythonGitHubData ScienceEnglish Proficiency (Spoken)English Proficiency (Written)Artificial intelligenceInterpersonal skills+6 more,https://internshala.com/internship/detail/campus-ambassador-programme-at-iesoft-technologies-private-limited1766379582,Internshala
Internship,Artificial Intelligence (AI),Across The Globe (ATG),Work from home,"₹ 2,500 - 10,000 /month",Fresher,N/A,PythonData StructuresMachine LearningComputer VisionData ScienceNeural NetworksNatural Language Processing (NLP)+2 more,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-across-the-globe-atg1766376742,Internshala
Internship,Machine Learning,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 12,000 /month",Fresher,N/A,PythonMachine LearningNatural Language Processing (NLP)Deep Learning,https://internshala.com/internship/detail/machine-learning-internship-in-pune-at-maxgen-technologies-private-limited1766336939,Internshala
Internship,Full Stack Development,She Can Foundation,Work from home,Unpaid,Fresher,N/A,PHPMySQLHTMLCSSJavaScriptPythonMongoDB+9 more,https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-she-can-foundation1766319279,Internshala
Internship,Machine Learning,Zdminds,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonData AnalyticsMachine LearningR ProgrammingData ScienceNatural Language Processing (NLP)Deep Learning+1 more,https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-zdminds1766293864,Internshala
Internship,Business Analytics,CloudZapier,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,MS-OfficePythonSQLData AnalyticsMS-ExcelEnglish Proficiency (Spoken)English Proficiency (Written)+1 more,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-cloudzapier1766288308,Internshala
Internship,Computational Designer,Studio PARAMETRIC,Bangalore,"₹ 20,000 - 25,000 /month",Fresher,N/A,JavaC#Python.NETAPIs,https://internshala.com/internship/detail/computational-designer-internship-in-bangalore-at-studio-parametric1766234144,Internshala
Internship,Full Stack Development,Career Solutions,Chennai,"₹ 5,500 - 11,000 /month",Fresher,N/A,MySQLCSSJavaScriptPythonAngularJSNode.jsReact,https://internshala.com/internship/detail/full-stack-development-internship-in-chennai-at-career-solutions1766227022,Internshala
Internship,Artificial Intelligence (AI),Zdminds,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning,https://internshala.com/internship/detail/work-from-home-part-time-artificial-intelligence-ai-internship-at-zdminds1766209157,Internshala
Internship,Data Science,Zdminds,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonSQLData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP),https://internshala.com/internship/detail/work-from-home-data-science-internship-at-zdminds1766209134,Internshala
Internship,Full Stack Development,Triluxo Technologies Private Limited,Work from home,"₹ 5,000 /month",Fresher,N/A,JavaScriptPythonMongoDBNode.jsReactTypeScriptTailwind CSS+3 more,https://internshala.com/internship/detail/work-from-home-part-time-full-stack-development-internship-at-triluxo-technologies-private-limited1766208122,Internshala
Internship,Artificial Intelligence (AI),GenSpark India,Bangalore,"₹ 15,000 - 20,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+3 more,https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-bangalore-at-genspark-india1766207943,Internshala
Internship,Data Analytics,Zdminds,Work from home,"₹ 10,000 - 25,000 /month",Fresher,N/A,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-zdminds1766204118,Internshala
Internship,Business Analytics,Zdminds,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,MS-OfficePythonSQLData AnalyticsMS-ExcelEnglish Proficiency (Spoken)English Proficiency (Written)+1 more,https://internshala.com/internship/detail/work-from-home-business-analytics-internship-at-zdminds1766204071,Internshala
Internship,Data Science,CareerNest,Work from home,"₹ 12,000 - 15,000 /month",Fresher,N/A,PythonData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP)Deep LearningArtificial intelligence,https://internshala.com/internship/detail/work-from-home-data-science-internship-at-careernest1766202842,Internshala
Internship,Smart Chess Board Development,PARAMOUNT CHESS,Ludhiana,"₹ 15,000 /month",Fresher,N/A,PythonRoboticsRaspberry PiArduinoInternet of Things (IoT),https://internshala.com/internship/detail/smart-chess-board-development-internship-in-ludhiana-at-paramount-chess1766141175,Internshala
Internship,Innovation Project,STEMpedia,Ahmedabad,"₹ 8,000 - 12,000 /month",Fresher,N/A,PythonPhysicsChemistryMathematicsBiologyEffective Communication,https://internshala.com/internship/detail/innovation-project-internship-in-ahmedabad-at-stempedia1766141871,Internshala
Internship,Django Developer,Medius Technologies Private Limited,Work from home,"₹ 5,000 - 6,500 /month",Fresher,N/A,MySQLPythonDjangoMachine LearningPostgreSQLREST APIRedis,https://internshala.com/internship/detail/work-from-home-django-developer-internship-at-medius-technologies-private-limited1766140626,Internshala
Internship,Full Stack Engineer,TSTEPS PRIVATE LIMITED,"Chennai, Puduchery                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,JavaPHPJavaScriptPythonNode.js,https://internshala.com/internship/detail/full-stack-engineer-internship-in-multiple-locations-at-tsteps-private-limited1766140505,Internshala
Internship,Backend Development,Neura Dynamics,Work from home,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonSQLGitDockerFastAPIAWS CloudFormation,https://internshala.com/internship/detail/work-from-home-backend-development-internship-at-neura-dynamics1766138710,Internshala
Internship,Python Development,Medius Technologies Private Limited,"Thane, Navi Mumbai, Mumbai","₹ 9,500 - 10,000 /month",Fresher,N/A,PythonDjangoMachine LearningREST API,https://internshala.com/internship/detail/python-development-internship-in-multiple-locations-at-medius-technologies-private-limited1766134809,Internshala
Internship,Robotics,TSTEPS PRIVATE LIMITED,"Erode, Vellore                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,PythonRoboticsRaspberry PiEmbedded SystemsC ProgrammingC++ Programming,https://internshala.com/internship/detail/robotics-internship-in-multiple-locations-at-tsteps-private-limited1766131747,Internshala
Internship,Cyber Security,TSTEPS PRIVATE LIMITED,"Chennai, Chengalpattu                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,PythonComputer NetworkingLinuxEthical Hacking,https://internshala.com/internship/detail/cyber-security-internship-in-multiple-locations-at-tsteps-private-limited1766128709,Internshala
Internship,Automation Engineer,TSTEPS PRIVATE LIMITED,"Andra, Assam                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,JavaJavaScriptPythonSeleniumCypress,https://internshala.com/internship/detail/automation-engineer-internship-in-multiple-locations-at-tsteps-private-limited1766128555,Internshala
Internship,Machine Learning,TSTEPS PRIVATE LIMITED,"Rajasthan, Punjab                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,PythonData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP),https://internshala.com/internship/detail/machine-learning-internship-in-multiple-locations-at-tsteps-private-limited1766125201,Internshala
Internship,Software Engineer,TSTEPS PRIVATE LIMITED,"Delhi, Andaman                                                                (Hybrid)","₹ 10,000 - 15,000 /month",Fresher,N/A,JavaPythonSQLNode.js,https://internshala.com/internship/detail/software-engineer-internship-in-multiple-locations-at-tsteps-private-limited1766124851,Internshala
Internship,Full Stack Development,SurgePV,Work from home,"₹ 20,000 - 30,000 /month",Fresher,N/A,JavaScriptPythonReact,https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-surgepv1766122516,Internshala
Internship,AI Agent Development,Muncho Technologies Private Limited,Work from home,"₹ 5,000 /month",Fresher,N/A,PythonMongoDBNode.jsPostgreSQLDockerAmazon Web Services (AWS)Artificial intelligence+5 more,https://internshala.com/internship/detail/work-from-home-ai-agent-development-internship-at-muncho-technologies-private-limited1766117551,Internshala
Internship,Data Analytics,CloudZapier,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau,https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-cloudzapier1766117090,Internshala
Internship,Python Development,CloudZapier,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,HTMLCSSPythonDjangoMachine LearningREST APIFlask,https://internshala.com/internship/detail/work-from-home-python-development-internship-at-cloudzapier1766116261,Internshala
Internship,Artificial Intelligence (AI),CloudZapier,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+1 more,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-cloudzapier1766116241,Internshala
Internship,Data Science,CloudZapier,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,PythonSQLData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP)Deep Learning+1 more,https://internshala.com/internship/detail/work-from-home-data-science-internship-at-cloudzapier1766116222,Internshala
Internship,Angular UI Development,NRI PelliGola,Work from home,"₹ 17,000 - 18,000 /month",Fresher,N/A,HTMLPythonGitPostgreSQLREST APISCSSTypeScript+1 more,https://internshala.com/internship/detail/work-from-home-part-time-angular-ui-development-internship-at-nri-pelligola1766058144,Internshala
Internship,PhD Subject Matter Expert (Biology) – Scientific Coding & Research,Graveiens Eduservices Private Limited,Work from home,"₹ 30,000 - 40,000 /month",Fresher,N/A,PythonBioinformaticsResearch and Analytics,https://internshala.com/internship/detail/work-from-home-part-time-phd-subject-matter-expert-biology--scientific-coding-research-internship-at-graveiens-eduservices-private-limited1766055540,Internshala
Internship,IoT Platform Developer (Semester Internship),DAO EV Tech,Punewadi,"₹ 8,001 - 12,000 /month",Fresher,N/A,PythonSQLNode.jsInternet of Things (IoT)REST API,https://internshala.com/internship/detail/iot-platform-developer-semester-internship-internship-in-punewadi-at-dao-ev-tech1766053533,Internshala
Internship,Full Stack Development,Intelligent Salesman,"Faridabad, Delhi, Ghaziabad, Gurgaon, Greater Noida, Noida, Dwarka","₹ 20,000 /month",Fresher,N/A,MySQLHTMLCSSJavaScriptPythonMongoDBMachine Learning+9 more,https://internshala.com/internship/detail/full-stack-development-internship-in-multiple-locations-at-intelligent-salesman1766045732,Internshala
Internship,Full Stack Development,Tapza Technologies Private Limited,"Warangal, Hyderabad","₹ 25,000 - 40,000 /month",Fresher,N/A,JavaJavaScriptPythonMongoDBNode.jsMicrosoft AzureREST API+4 more,https://internshala.com/internship/detail/full-stack-development-internship-in-multiple-locations-at-tapza-technologies-private-limited1766040532,Internshala
Internship,Data Science,Bhaayo Technologies,Work from home,"₹ 6,000 /month",Fresher,N/A,PythonData AnalyticsMachine LearningData ScienceNatural Language Processing (NLP)Deep Learning,https://internshala.com/internship/detail/work-from-home-part-time-data-science-internship-at-bhaayo-technologies1765956486,Internshala
Internship,Data Science,Tradexa Technologies Private Limited,Pune,"₹ 15,000 - 18,000 /month",Fresher,N/A,PythonSQLAlgorithmsData StructuresData AnalyticsStatistical ModelingGit+2 more,https://internshala.com/internship/detail/data-science-internship-in-pune-at-tradexa-technologies-private-limited1765955031,Internshala
Internship,AI Tutor For Kids,Spikitech Private Limited,Work from home,"₹ 5,000 - 50,000 /month",Fresher,N/A,PythonTeachingArtificial intelligencePython Libraries,https://internshala.com/internship/detail/work-from-home-ai-tutor-for-kids-internship-at-spikitech-private-limited1765948686,Internshala
Internship,Robotics,Inferigence Quotient Private Limited,Bangalore,"₹ 20,000 - 30,000 /month",Fresher,N/A,PythonRoboticsEmbedded SystemsC ProgrammingC++ ProgrammingGazebo,https://internshala.com/internship/detail/robotics-internship-in-bangalore-at-inferigence-quotient-private-limited1765945574,Internshala
Internship,Computer Vision,Inferigence Quotient Private Limited,Bangalore,"₹ 25,000 - 40,000 /month",Fresher,N/A,MATLABOpenCVPythonLinuxMachine LearningComputer VisionDeep Learning,https://internshala.com/internship/detail/computer-vision-internship-in-bangalore-at-inferigence-quotient-private-limited1765945244,Internshala
Internship,Backend Development,Inferigence Quotient Private Limited,Bangalore,"₹ 20,000 - 30,000 /month",Fresher,N/A,MySQLPythonMongoDBNode.jsExpress.jsREST APIFastAPI,https://internshala.com/internship/detail/backend-development-internship-in-bangalore-at-inferigence-quotient-private-limited1765944646,Internshala
Internship,Web Developer,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 12,000 /month",Fresher,N/A,PythonNode.jsWeb developmentReactMERN,https://internshala.com/internship/detail/part-time-web-developer-internship-in-pune-at-maxgen-technologies-private-limited1765943733,Internshala
Internship,Software Development,Hirewheels Bike On Rent,Work from home,"₹ 10,000 - 20,000 /month",Fresher,N/A,HTMLPython,https://internshala.com/internship/detail/work-from-home-software-development-internship-at-hirewheels-bike-on-rent1765935855,Internshala
Internship,Full Stack Development,Relai.world,Hyderabad,"₹ 5,000 - 7,000 /month",Fresher,N/A,HTMLCSSJavaScriptPythonMongoDBAngularJSNode.js+5 more,https://internshala.com/internship/detail/full-stack-development-internship-in-hyderabad-at-relaiworld1765889252,Internshala
Internship,AI/Machine Learning,Relai.world,"Hyderabad, Bangalore","₹ 4,000 - 5,000 /month",Fresher,N/A,PythonProblem Solvingscikit-learnTensorFlowPyTorchKeras,https://internshala.com/internship/detail/part-time-ai-machine-learning-internship-in-multiple-locations-at-relaiworld1765882328,Internshala
Internship,Artificial Intelligence (AI),PadCare Labs,Pune,"₹ 15,000 - 25,000 /month",Fresher,N/A,PythonMachine LearningData ScienceArtificial intelligencePrompt EngineeringChatGPTLLMOps,https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-pune-at-padcare-labs1765881562,Internshala
Internship,Python Development,SNB Digi Solutions Private Limited,Work from home,"₹ 1,000 - 5,000 /month",Fresher,N/A,HTMLCSSPythonSQLJSONSQLiteFlask+2 more,https://internshala.com/internship/detail/work-from-home-python-development-internship-at-snb-digi-solutions-private-limited1765874896,Internshala
Internship,Technical / Application Support,Tessel Technologies,Work from home,"₹ 5,000 /month",Fresher,N/A,HTMLCSSJavaScriptPythonClient Relationship Management (CRM)Technical SupportEnglish Proficiency (Spoken)+2 more,https://internshala.com/internship/detail/work-from-home-customer-service-customer-support-internship-at-tessel-technologies1765874438,Internshala
Internship,MERN Stack,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 15,000 /month",Fresher,N/A,JavaPythonNode.jsReactMERN,https://internshala.com/internship/detail/mern-stack-internship-in-pune-at-maxgen-technologies-private-limited1765873860,Internshala
Internship,Software Development Engineering (Web),Hunt Digital Media,Work from home,"₹ 3,500 - 6,000 /month",Fresher,N/A,PHPPythonLaravel,https://internshala.com/internship/detail/work-from-home-software-development-engineering-web-internship-at-hunt-digital-media1765808859,Internshala
Internship,Data Analytics,BNM Business Solutions LLP,"Thane, Navi Mumbai, Kalyan, Mumbai, Bhiwandi, Panvel","₹ 9,000 /month",Fresher,N/A,MS-OfficePythonData AnalyticsOperationsMS-ExcelLead GenerationPower BI+3 more,https://internshala.com/internship/detail/data-analytics-internship-in-multiple-locations-at-bnm-business-solutions-llp1765807144,Internshala
Internship,Founding Software Engineer,Calquity Technologies Private Limited,Work from home,"₹ 15,000 - 20,000 /month",Fresher,N/A,PythonMicrosoft AzureReactFastAPINext.js,https://internshala.com/internship/detail/work-from-home-founding-software-engineer-internship-at-calquity-technologies-private-limited1765798759,Internshala
Internship,AI & Machine Learning,Netfotech Solutions,"Gurgaon, Kolkata, Pune, Nagpur, Bangalore","₹ 3,500 - 15,000 /month",Fresher,N/A,PythonNeural NetworksTensorFlowArtificial intelligencePyTorchArtificial Intelligence Markup Language (AIML)LangChain+2 more,https://internshala.com/internship/detail/ai-machine-learning-internship-in-multiple-locations-at-netfotech-solutions1765794385,Internshala
Internship,Full Stack Development,SociolinQ Technologies Private Limited,Work from home,"₹ 5,000 - 20,000 /month",Fresher,N/A,PythonDjangoPostgreSQLReactTypeScriptFastAPI,https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-sociolinq-technologies-private-limited1765792655,Internshala
Internship,Full Stack Development,SortWind Private Limited,Work from home,"₹ 5,000 /month",Fresher,N/A,PHPHTMLCSSJavaScriptPythonMongoDBNode.js+5 more,https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-sortwind-private-limited1765792108,Internshala
Internship,AI & Automation Lead,Matrix International,Kolkata,"₹ 11,000 - 14,000 /month",Fresher,N/A,PythonMachine LearningGitHubREST APIEnglish Proficiency (Spoken)English Proficiency (Written)Natural Language Processing (NLP)+2 more,https://internshala.com/internship/detail/ai-automation-lead-internship-in-kolkata-at-matrix-international1765777084,Internshala
Internship,Artificial Intelligence (AI),PlanetMeta.Live,Hyderabad,"₹ 12,000 - 15,000 /month",Fresher,N/A,PythonMachine LearningNeural NetworksNatural Language Processing (NLP)Deep LearningArtificial intelligence,https://internshala.com/internship/detail/part-time-artificial-intelligence-ai-internship-in-hyderabad-at-planetmetalive1765776026,Internshala
Internship,Full Stack Development,Alphanumeric Ideas Private Limited,Mohali,"₹ 5,000 - 6,000 /month",Fresher,N/A,PHPMySQLHTMLCSSJavaScriptPythonMongoDB+4 more,https://internshala.com/internship/detail/full-stack-development-internship-in-mohali-at-alphanumeric-ideas-private-limited1765772886,Internshala
Internship,Computer Vision,Piccolo,Delhi,"₹ 10,000 - 18,000 /month",Fresher,N/A,OpenCVPythonDeep LearningPyTorch,https://internshala.com/internship/detail/computer-vision-internship-in-delhi-at-piccolo1765769197,Internshala
Internship,Python Developer (Serverless),Across The Globe (ATG),Work from home,"₹ 2,500 - 8,000 /month",Fresher,N/A,PythonDjangoMS SQL Server,https://internshala.com/internship/detail/work-from-home-python-developer-serverless-internship-at-across-the-globe-atg1765644334,Internshala
Internship,Electronics Engineering,1accord,Mumbai                                                                (Hybrid),"₹ 5,000 - 15,000 /month",Fresher,N/A,PythonARM MicrocontrollerRaspberry PiEmbedded SystemsArduinoCircuit DesignC Programming+3 more,https://internshala.com/internship/detail/electronics-engineering-internship-in-mumbai-at-1accord1765630834,Internshala
Internship,Python Developer For Algo Trading/Quant Development,Arthalab Solutions,Work from home,"₹ 3,000 - 4,000 /month",Fresher,N/A,PythonMongoDBREST API,https://internshala.com/internship/detail/work-from-home-python-developer-for-algo-trading-quant-development-internship-at-arthalab-solutions1765630919,Internshala
Internship,Data Science,Agastih Analytics Private Limited,Work from home,"₹ 5,000 - 8,000 /month",Fresher,N/A,PythonMachine LearningFinancial AnalysisArtificial intelligence,https://internshala.com/internship/detail/work-from-home-part-time-data-science-internship-at-agastih-analytics-private-limited1765630235,Internshala
Internship,Machine Learning,Infits,Work from home,"₹ 5,000 - 6,000 /month",Fresher,N/A,PythonData AnalyticsMachine LearningProblem SolvingComputer VisionAmazon Web Services (AWS)Natural Language Processing (NLP)+1 more,https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-infits1765629236,Internshala
Internship,Data Analytics,VEDANTIX SOFTWARES,Bangalore,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau,https://internshala.com/internship/detail/data-analytics-internship-in-bangalore-at-vedantix-softwares1765611644,Internshala
Internship,Full Stack Development (Backend APIs & Integrations),Shiplee,Work from home,"₹ 2,000 - 3,200 /month",Fresher,N/A,MySQLJavaScriptPythonSQLNode.jsPostgreSQLExpress.js+3 more,https://internshala.com/internship/detail/work-from-home-full-stack-development-backend-apis-integrations-internship-at-shiplee1765602133,Internshala
Internship,Artificial Intelligence (AI),CODE Z IT SERVICES PVT LTD,Lucknow,"₹ 15,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceNeural NetworksNatural Language Processing (NLP)Deep Learning+1 more,https://internshala.com/internship/detail/artificial-intelligence-ai-internship-in-lucknow-at-code-z-it-services-pvt-ltd1765601334,Internshala
Internship,Cyber Security,LI-MAT SOFT SOLUTIONS PRIVATE LIMITED,Bangalore,"₹ 5,000 - 10,000 /month",Fresher,N/A,PythonComputer NetworkingLinuxEthical HackingVAPTWeb Application Security,https://internshala.com/internship/detail/cyber-security-internship-in-bangalore-at-li-mat-soft-solutions-private-limited1765599533,Internshala
Internship,Python Development,Maxgen Technologies Private Limited,Pune,"₹ 5,000 - 12,000 /month",Fresher,N/A,HTMLCSSPythonDjangoMachine LearningREST API,https://internshala.com/internship/detail/python-development-internship-in-pune-at-maxgen-technologies-private-limited1765594730,Internshala
Internship,Front End Development,Primetrade.ai,"Chennai, Delhi, Hyderabad, Mumbai, Bangalore                                                                (Hybrid)","₹ 20,000 /month",Fresher,N/A,PythonFrontend developmentBackend development,https://internshala.com/internship/detail/front-end-development-internship-in-multiple-locations-at-primetradeai1765557841,Internshala
Internship,Backend Development,Primetrade.ai,"Pune, Hyderabad, Mumbai                                                                (Hybrid)","₹ 20,000 /month",Fresher,N/A,PythonFrontend developmentBackend development,https://internshala.com/internship/detail/backend-development-internship-in-multiple-locations-at-primetradeai1765557664,Internshala
Internship,Python Development,Primetrade.ai,Work from home,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonCryptographyREST APIStock TradingClinical Data Management,https://internshala.com/internship/detail/work-from-home-python-development-internship-at-primetradeai1765557487,Internshala
Internship,Data Science,Primetrade.ai,Work from home,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonTime ManagementStatisticsCryptographyStock Tradingweb3.jsNumPy+2 more,https://internshala.com/internship/detail/work-from-home-data-science-internship-at-primetradeai1765557294,Internshala
Internship,Backend Development,CodeIncubate,Gurgaon,"₹ 25,000 - 35,000 /month",Fresher,N/A,MySQLPythonMongoDBPostgreSQLDockerFastAPIRedis+4 more,https://internshala.com/internship/detail/backend-development-internship-in-gurgaon-at-codeincubate1765555097,Internshala
Internship,Data Analytics,VEDANTIX SOFTWARES,Pune,"₹ 10,000 - 15,000 /month",Fresher,N/A,PythonSQLData AnalyticsMS-ExcelData SciencePower BITableau,https://internshala.com/internship/detail/data-analytics-internship-in-pune-at-vedantix-softwares1765533152,Internshala
Internship,Project Engineer,Ebullient Automation Private Limited,Mumbai,"₹ 12,000 - 18,000 /month",Fresher,N/A,PythonEngineering DrawingEffective Communication,https://internshala.com/internship/detail/project-engineer-internship-in-mumbai-at-ebullient-automation-private-limited1765532302,Internshala
Internship,Data Science,Decision Tree Analytics And Services,"Delhi, Gurgaon, Noida","₹ 25,000 - 30,000 /month",Fresher,N/A,PythonMachine LearningData ScienceArtificial intelligence,https://internshala.com/internship/detail/data-science-internship-in-multiple-locations-at-decision-tree-analytics-and-services1765530025,Internshala
Internship,Software Development,VEDANTIX SOFTWARES,Pune,"₹ 10,000 - 1,50,000 /month",Fresher,N/A,JavaMySQLHTMLCSSJavaScriptPython.NET+3 more,https://internshala.com/internship/detail/software-development-internship-in-pune-at-vedantix-softwares1765528673,Internshala
Internship,Business Development (Mentor + Builder Role),Tech Tool Wale,Work from home,"₹ 2,000 - 5,000 /month",Fresher,N/A,PythonStrategyCreative WritingBusiness AnalysisBusiness ManagementBusiness DevelopmentArtificial intelligence+2 more,https://internshala.com/internship/detail/work-from-home-part-time-business-development-mentor-builder-role-internship-at-tech-tool-wale1765524231,Internshala
Internship,Artificial Intelligence (AI),Euprime,Work from home,"₹ 15,000 - 25,000 /month",Fresher,N/A,PythonData StructuresMachine LearningData ScienceDeep LearningArtificial intelligenceMarket research,https://internshala.com/internship/detail/work-from-home-artificial-intelligence-ai-internship-at-euprime1765517100,Internshala
Internship,Academic Interviewer,Newton School,Bangalore                                                                (Hybrid),"₹ 17,500 - 25,000 /month",Fresher,N/A,PythonMathematicsC++ Programming,https://internshala.com/internship/detail/academic-interviewer-internship-in-bangalore-at-newton-school1765452292,Internshala
Internship,AI Engineer,TECNVIRONS PRIVATE LIMITED,Work from home,"₹ 10,000 - 12,000 /month",Fresher,N/A,PythonBackend developmentDatabase Management System (DBMS)DevOpsAPIsIncident Response,https://internshala.com/internship/detail/work-from-home-ai-engineer-internship-at-tecnvirons-private-limited1765451811,Internshala
Internship,Data Scientist,Numyard,Work from home,"₹ 30,000 - 35,000 /month",Fresher,N/A,PythonMachine Learning,https://internshala.com/internship/detail/work-from-home-data-scientist-internship-at-numyard1765446222,Internshala
Internship,Data Engineer Specialist,Taiyō,Work from home,"₹ 30,000 - 80,000 /month",Fresher,N/A,Python,https://internshala.com/internship/detail/work-from-home-data-engineer-specialist-internship-at-taiy1765445349,Internshala
